the_geom,GEOID20,COUNCIL_DI,Total Population 2020,Total Hispanic Pop 2020,Total NH White 2020,Total NH Black 2020,Total NH AM Indian AK Native 2020,Total NH Asian 2020,Total NH Native Hawaiian 2020,Total NH Other Races 2020,Total NH Two or More Races 2020,Total Housing Units 2020,Occupied Housing Units 2020,Vacant Housing Units 2020,GEOID20_1,Total City Sponsored Affordable Units,Total Citywide Affordable Units,TRACTCE10,GEOID10,NAME10,GeoIDNum,GEOID_1,GEOID1,NAME_1,GENTRIFICATION Typology,VULNERABLE Pop,DEMOGRAPHIC Change,HOUSING_MARKET,DISPLACEMENT RISK,DESCRIPTION,FIPS,Geographic,Total_Population_2019,White (Not Hispanic)_2019,POC%_2019,White (Not Hispanic)%_2019,Population 25 and older_2019,Education: Less than HS_2019,Education: HS Graduate_2019,Education: Some College_2019,Education: Bachelors_2019,Percent without Bachelors_2019,Percent with Bachelors_2019,Pop under 18 for whom poverty is determined_2019,Population below poverty_2019,Percent Child Poverty_2019,Occupied Housing Units_2019,Owner Occupied Housing Units_2019,Renter Occupied Housing Units_2019,Percent Renter Occupied Units_2019,Percent Owner Occupied Units_2019,Sum of Lowmoduniverse_2019,Sum of Lowmod_2019,Percent Lowmod_2019,Median Family Income_2019,Median Home Value_2019,Median Gross Rent_2019,Quadrant_2019,Percent severely rent burdened_2019
"MULTIPOLYGON (((-97.74645262486706 30.228641208314116, -97.74703862548263 30.22964820777043, -97.7464326254017 30.2300522083151, -97.74574162519203 30.229598208650224, -97.74565662424929 30.2294112079329, -97.7457656254916 30.229218208148115, -97.74645262486706 30.228641208314116)))",484530023232001,9,33,2,22,0,1,1,0,0,7,18,18,0,484530023232001,0,0,002308,48453002308,23.08,48453002308,48453002308,48453002308,St. Edwards,Stable,YES,NO,Appreciated,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453002308,14000US48453002308,6467,2744,0.33,0.42430802536,4189,347,631,1023,2188,0.48,0.52,788,382,0.48,2684,471,2213,0.82,0.18,5260,3730,0.71,47895,412200,1199,South,0.18
"MULTIPOLYGON (((-97.70052461429799 30.247778213171237, -97.70058161518028 30.247762212956964, -97.70067761464144 30.247760212823643, -97.70076661440548 30.247796212833848, -97.70082161405936 30.24779521262854, -97.70113961416888 30.247770213587906, -97.70126761465197 30.24776821363159, -97.70135561433678 30.24777521287132, -97.70141761531082 30.247790213217765, -97.70153161521502 30.24785421273897, -97.70166961474418 30.247917212700347, -97.70175261490614 30.247944213270806, -97.70186761529665 30.24796621340186, -97.70198961512104 30.24796321327672, -97.70231261471508 30.24800721368331, -97.70257061541835 30.24805221284297, -97.70307761518589 30.248159213589418, -97.70335761516091 30.24820921337571, -97.70360061562259 30.248261213308417, -97.70370961475808 30.24829721392629, -97.70387361512272 30.24837621323333, -97.70396061607875 30.248431213106233, -97.70400061546891 30.248449212982614, -97.70407761553592 30.248466213583246, -97.70415361618369 30.248466213249802, -97.70418061506314 30.24845621350318, -97.70491261571641 30.248538213045986, -97.70543961587518 30.24864721366191, -97.70593061594364 30.248770212683162, -97.70604861581226 30.24876321315744, -97.70649861544162 30.24870621350298, -97.70762161618511 30.248406212880884, -97.70793261675415 30.248265212934758, -97.70836461673979 30.248137213040494, -97.70839861643877 30.24811821329123, -97.70846661617506 30.247955212592295, -97.70857661673791 30.247599212283635, -97.70871961568176 30.247193212203552, -97.7088846168421 30.246953213568077, -97.70900461626344 30.246770212657545, -97.70928961614226 30.246383212539588, -97.70954561702152 30.24605121235202, -97.70962761684022 30.24594521215007, -97.70989061620996 30.245456211977658, -97.71019861726217 30.244992211955303, -97.71045461776662 30.244621212526322, -97.71077861739887 30.2442412124618, -97.71102161644473 30.244055211881847, -97.71135761635081 30.243916211902206, -97.71150061760773 30.243817211630375, -97.71169761727452 30.243665211677456, -97.71181861762224 30.24341421183902, -97.71206461682324 30.243129212170818, -97.7121966172663 30.24287021223266, -97.71237761741693 30.242657212014354, -97.71257161680816 30.24234921238743, -97.71267061716331 30.24214221128408, -97.71276361732275 30.24198021185651, -97.71288861789986 30.2418212121935, -97.71304261704243 30.24155821114497, -97.71308361708648 30.24145621132473, -97.71311761745321 30.241374211370214, -97.71370661805793 30.240500211925927, -97.71408161830078 30.240015210789803, -97.71415061713117 30.239942210664772, -97.71442261728967 30.239873211272055, -97.71449761735606 30.23975821130003, -97.71463161725687 30.23953421137924, -97.71474361839758 30.239251211169783, -97.71481061707672 30.23897721131418, -97.71481461753935 30.2388852106078, -97.71484661758497 30.23861121085021, -97.71491161813792 30.238370211282735, -97.7149716179311 30.238059211141273, -97.71497561749344 30.237930210678673, -97.71497661829142 30.23788521135314, -97.71504861801796 30.23756821046172, -97.7155066174743 30.23753421113323, -97.71589461849874 30.237357211002383, -97.71630961781476 30.237286210204484, -97.71675761819759 30.23733421113337, -97.71721261849702 30.23752521079217, -97.71914261848458 30.23858021052965, -97.71955861884629 30.238808210322272, -97.71792761801768 30.241322210732104, -97.71715261785828 30.24251821195751, -97.71706261886442 30.242664212193855, -97.71627861815887 30.243932212460198, -97.7142576179948 30.247209212634715, -97.7137976173083 30.24827521272834, -97.71368861764618 30.24900021310821, -97.71347261753904 30.248988212630895, -97.71314061772611 30.24890921235769, -97.7125576183187 30.24890221359152, -97.71204661782009 30.248958213689495, -97.71152361739209 30.2492242128274, -97.71133861684663 30.249336212860406, -97.71118061697493 30.249394213056927, -97.71106061719152 30.24944721318438, -97.71100461662311 30.249466213559128, -97.7107036170781 30.249512212825664, -97.7106826168173 30.24952121332448, -97.70926561588733 30.24963021277696, -97.70912361705001 30.249641213755257, -97.7089566164171 30.249620213205603, -97.70680961611403 30.249818213553695, -97.70662461644689 30.249766213466877, -97.70637361635526 30.249735213571427, -97.70591461575336 30.249739213900018, -97.70476161524061 30.249775213599097, -97.70336561577034 30.249485213354593, -97.70241461556641 30.249377212867586, -97.70113861486671 30.2487782133227, -97.70052461429799 30.247778213171237), (-97.71850361916202 30.238816211234607, -97.71834561817887 30.23905221075241, -97.71829661851262 30.239136210348633, -97.71829161841396 30.239159210989218, -97.71829361899984 30.239193211554657, -97.7186826184908 30.239385210764997, -97.71895561904324 30.238888210709415, -97.71859761854475 30.238690210149585, -97.71850361916202 30.238816211234607)))",484530023261001,3,1266,484,392,186,2,132,4,2,64,546,531,15,484530023261001,0,0,002317,48453002317,23.17,48453002317,48453002317,48453002317,Pleasant Valley North,Susceptible,YES,NO,Adjacent,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453002317,14000US48453002317,6581,1596,0.69,0.242516334904,2638,182,323,989,1144,0.57,0.43,418,240,0.57,2155,120,2035,0.94,0.06,5150,4605,0.89,68750,0,943,Southeast,0.30
"MULTIPOLYGON (((-97.76116662703323 30.20142520173875, -97.76166862733932 30.20078720223915, -97.76269162818186 30.19948220205579, -97.76331662816918 30.198660201645538, -97.76366462738527 30.198200201992783, -97.76387762776118 30.198312201523592, -97.76398162825835 30.198383201446752, -97.76315062713148 30.199403201585188, -97.76219762770621 30.20056920161293, -97.76139762705726 30.201558201473777, -97.76132862714958 30.201525202264122, -97.7612936277665 30.201505201936904, -97.76121862661736 30.201453202601066, -97.76116662703323 30.20142520173875)))",484530024191001,2,0,0,0,0,0,0,0,0,0,0,0,0,484530024191001,0,0,002419,48453002419,24.19,48453002419,48453002419,48453002419,Comal Bluff,Susceptible,YES,NO,Adjacent,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453002419,14000US48453002419,4945,613,0.00,0.123963599596,3031,531,916,830,754,0.75,0.25,1300,492,0.38,2076,13,2063,0.99,0.01,4330,3420,0.79,37904,0,1085,Southeast,0.28
"MULTIPOLYGON (((-97.72990362253935 30.263175215521223, -97.72895362197438 30.26282021503404, -97.72905362250307 30.262596215109067, -97.72924462231886 30.26260621514775, -97.72947762208463 30.262662215424086, -97.72994762263365 30.262829215321954, -97.73006162227796 30.262846215480025, -97.73067662305917 30.262937215410258, -97.73114362270738 30.263117214926165, -97.73094962335149 30.26351821483199, -97.72990362253935 30.263175215521223)))",484530009024026,3,138,23,89,2,0,15,0,0,9,121,107,14,484530009024026,0,0,000902,48453000902,9.02,48453000902,48453000902,48453000902,East Austin,Late,YES,YES,Appreciated,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453000902,14000US48453000902,5581,2055,0.36,0.368213581795,4495,785,962,703,2045,0.55,0.45,833,384,0.46,2746,900,1846,0.67,0.33,4995,3655,0.73,51626,348600,1215,East,0.17
"MULTIPOLYGON (((-97.78728563419037 30.2013152009517, -97.78775763422418 30.200615201037873, -97.78850563422675 30.20092220086491, -97.78934963393783 30.199643201377487, -97.79012163426948 30.200010200602353, -97.7899256343172 30.20037820096888, -97.78944963457927 30.201149200920682, -97.78890863466687 30.201727200868753, -97.78831663454174 30.20177320096537, -97.78728563419037 30.2013152009517)))",484530024102007,2,76,26,41,4,0,0,0,0,5,35,27,8,484530024102007,0,0,002410,48453002410,24.10,48453002410,48453002410,48453002410,Armadillo Park,Early: Type 1,YES,NO,Accelerating,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453002410,14000US48453002410,4419,1797,0.46,0.406653088934,3402,550,910,944,998,0.71,0.29,775,115,0.15,1830,455,1375,0.75,0.25,4115,3100,0.75,62698,198600,1201,South,0.23
"MULTIPOLYGON (((-97.73200762626293 30.33791722983506, -97.73252562697974 30.33709123038199, -97.73387462773776 30.337646229352075, -97.73381962675111 30.33792522982512, -97.73381962663491 30.33802623040098, -97.73383862637905 30.33811522964873, -97.73385962680652 30.338165229419086, -97.73389162735383 30.338215230209627, -97.73391862662913 30.338239230446895, -97.73371962712628 30.338738230095057, -97.73200762626293 30.33791722983506)))",484530015052020,7,43,4,39,0,0,0,0,0,0,21,21,0,484530015052020,0,0,001505,48453001505,15.05,48453001505,48453001505,48453001505,Brentwood North,Continued Loss,NO,YES,Appreciated,Chronic Displacment,Vulnerable populations have been displaced; significant demographic change has occurred; housing market is high value and appreciated,48453001505,14000US48453001505,4781,3942,0.09,0.824513700063,3741,68,258,985,2430,0.35,0.65,798,16,0.02,2371,1029,1342,0.57,0.43,4230,1515,0.36,106799,425500,1257,North,0.14
"MULTIPOLYGON (((-97.70947162099688 30.341209230884218, -97.71076162202944 30.340017230184323, -97.71212062207832 30.339863230499226, -97.71288562224069 30.34018423096607, -97.7125216225686 30.34096623151148, -97.71172962121696 30.340912231251483, -97.71124762217586 30.341031231669778, -97.71098862196577 30.341182231466927, -97.71022462135424 30.34182723171194, -97.70947162099688 30.341209230884218)))",484530400002018,4,85,39,36,4,0,2,0,0,4,29,24,5,484530400002018,0,0,001804,48453001804,18.04,48453001804,48453001804,48453001804,Highland North,Early: Type 1,YES,NO,Accelerating,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453001804,14000US48453001804,6757,1840,0.58,0.272310196833,4947,830,1396,1196,1525,0.69,0.31,1381,631,0.46,2741,717,2024,0.74,0.26,7600,5715,0.75,51766,248600,964,North,0.22
"MULTIPOLYGON (((-97.72351661950363 30.233669210068467, -97.72368761954219 30.23349420985527, -97.72395561942618 30.23331120925405, -97.72428661926554 30.23288720971487, -97.72441361984745 30.23283820877471, -97.72450862020813 30.23279620960832, -97.72454161964919 30.232739209411626, -97.72459661900349 30.23264920925372, -97.72594261954612 30.23321920931683, -97.72640961971031 30.232477209228158, -97.72763262059793 30.230534209455545, -97.72774462070082 30.230358209561953, -97.72795261980237 30.23045520959188, -97.72799862035622 30.230477208665015, -97.72811162076383 30.230529209051067, -97.72852762086193 30.230724209184093, -97.72863762075883 30.230775208736762, -97.72872162078316 30.23081420891163, -97.72924962102559 30.231060209706566, -97.72932162120789 30.231094209264985, -97.7294336202625 30.23114620885406, -97.72954562151484 30.231198208387646, -97.72976662114311 30.23130120858189, -97.7298666212705 30.2313482094424, -97.7299436213531 30.231384208799067, -97.72965162080013 30.23183720963636, -97.72954662148713 30.23199920839342, -97.72893062119722 30.23296020914002, -97.72889362038804 30.233017209363425, -97.72881862115922 30.23313320893699, -97.72794262041317 30.234504209389637, -97.72792162082 30.234535209009426, -97.72733362057399 30.235415209752183, -97.72663662072644 30.236512210398587, -97.72621461985247 30.237180210829184, -97.72561662015791 30.23753921030085, -97.7256076209792 30.237440209742672, -97.72559661990417 30.2373202106181, -97.72546019784585 30.236987108111503, -97.7254336194198 30.23692221009986, -97.72482262033887 30.23552420983663, -97.72445061990165 30.23494121050459, -97.7238226196955 30.23406520883696, -97.72351661950363 30.233669210068467)))",484530023163001,3,1450,850,293,108,8,126,1,10,54,753,656,97,484530023163001,0,0,002316,48453002316,23.16,48453002316,48453002316,48453002316,East Riverside - Heritage Oaks,Susceptible,YES,NO,Adjacent,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453002316,14000US48453002316,4587,1425,0.80,0.310660562459,3044,868,682,689,805,0.74,0.26,716,247,0.34,2120,27,2093,0.99,0.01,5405,4530,0.84,42727,0,1075,Southeast,0.22
"MULTIPOLYGON (((-97.75815662626802 30.20559520298904, -97.75819562594974 30.205544203240592, -97.75896962670399 30.204514203154346, -97.75974362690825 30.2035782030245, -97.76030762686592 30.20289820287813, -97.76048762691632 30.20268020213963, -97.76139762705726 30.201558201473777, -97.76157062736002 30.20164120160745, -97.76165662761754 30.201687201857034, -97.7616386276587 30.201713202005433, -97.76089262766025 30.20264420247889, -97.76045262729436 30.203175202106415, -97.75999762752001 30.203726202315863, -97.75934162770156 30.204516202562473, -97.75863162679336 30.205374202937932, -97.75835762642663 30.205704202783053, -97.75815662626802 30.20559520298904)))",484530024112000,2,0,0,0,0,0,0,0,0,0,0,0,0,484530024112000,0,0,002411,48453002411,24.11,48453002411,48453002411,48453002411,Franklin Park West,Susceptible,YES,NO,Adjacent,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453002411,14000US48453002411,7419,711,0.00,0.0958350181965,4270,1686,1386,800,398,0.91,0.09,2232,772,0.35,1985,792,1193,0.60,0.40,6715,5135,0.76,41448,112200,1189,Southeast,0.33
"MULTIPOLYGON (((-97.76053562804968 30.23747320930671, -97.7606796291859 30.236915208590677, -97.76130862899535 30.2359432086192, -97.76216962907256 30.236323209022018, -97.76123062941907 30.23780620942708, -97.76053562804968 30.23747320930671)))",484530013083001,3,52,8,37,4,0,0,0,0,3,23,23,0,484530013083001,0,0,001308,48453001308,13.08,48453001308,48453001308,48453001308,Dawson,Continued Loss,NO,YES,Appreciated,Chronic Displacment,Vulnerable populations have been displaced; significant demographic change has occurred; housing market is high value and appreciated,48453001308,14000US48453001308,3054,2040,0.29,0.667976424361,2559,118,345,565,1531,0.40,0.60,225,0,0.00,1666,534,1132,0.68,0.32,2780,1550,0.56,94659,370200,1426,South,0.16
"MULTIPOLYGON (((-97.72372562074831 30.255774213703273, -97.72418762051677 30.254870213829577, -97.7254646207546 30.25530921373276, -97.72503162136601 30.25621321381287, -97.72372562074831 30.255774213703273)))",484530010003011,3,37,16,17,0,0,0,0,0,4,16,15,1,484530010003011,0,0,001000,48453001000,10,48453001000,48453001000,48453001000,East Cesar Chavez -Holly,Continued Loss,NO,YES,Appreciated,Chronic Displacment,Vulnerable populations have been displaced; significant demographic change has occurred; housing market is high value and appreciated,48453001000,14000US48453001000,3533,1698,0.54,0.480611378432,3011,378,485,697,1451,0.52,0.48,392,0,0.00,1501,817,684,0.46,0.54,3640,2135,0.59,57269,440100,1302,East,0.22
"MULTIPOLYGON (((-97.70258761881007 30.325403228556493, -97.70248161824746 30.3247782282935, -97.70249061896354 30.324665228252165, -97.70251561931782 30.324557228006, -97.70255161918942 30.324454228714902, -97.70258861862347 30.324365228263535, -97.70285661877696 30.323944228759824, -97.70295061853133 30.32376222826229, -97.70298661866057 30.323664227904427, -97.70301161808716 30.32356622833232, -97.7030696182278 30.322940227703576, -97.70308761809868 30.322742227544904, -97.70309661924577 30.32261822782978, -97.70499161911837 30.32277222833619, -97.70576961931484 30.32273922704286, -97.70595561924122 30.322732227950524, -97.70609261892965 30.322710228077156, -97.70605361927974 30.32292122788005, -97.70581661872373 30.323785227896032, -97.705633619943 30.324912228434968, -97.70553862008673 30.325798228675072, -97.7054106188821 30.32578622780796, -97.70513261873461 30.325779228935154, -97.70477761916464 30.325755228718496, -97.70463461957667 30.325734228117998, -97.70452661878294 30.325702228851927, -97.70441161933894 30.325657228373277, -97.704213619777 30.325530228163878, -97.70396761884906 30.32540922830616, -97.70386961880395 30.325367228879728, -97.70375961905697 30.32533222914497, -97.70352861928359 30.325305228213576, -97.70258761881007 30.325403228556493)))",484530434002004,4,32,13,10,2,0,7,0,0,0,24,18,6,484530434002004,0,0,001812,48453001812,18.12,48453001812,48453001812,48453001812,St. Johns,Early: Type 1,YES,NO,Accelerating,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453001812,14000US48453001812,7889,1552,0.69,0.196729623526,5324,1875,1222,953,1274,0.76,0.24,1847,826,0.45,3014,354,2660,0.88,0.12,8030,6700,0.83,41121,253900,1074,North,0.31
"MULTIPOLYGON (((-97.66997660533308 30.224799210313087, -97.67126260591856 30.223555209443223, -97.67190560572233 30.22411321014834, -97.67124460559366 30.224724209692514, -97.6708656063196 30.224900209140174, -97.67041460664683 30.224915209775855, -97.66997660533308 30.224799210313087)))",484530023102054,2,101,91,10,0,0,0,0,0,0,21,21,0,484530023102054,0,0,002310,48453002310,23.10,48453002310,48453002310,48453002310,,Susceptible,YES,NO,Adjacent,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453002310,14000US48453002310,2890,314,0.90,0.108650519031,1573,562,534,369,108,0.93,0.07,1023,275,0.27,833,450,383,0.46,0.54,3455,2615,0.76,47643,52100,1032,Southeast,0.22
"MULTIPOLYGON (((-97.69829462068743 30.378902239676762, -97.69926361992229 30.37745923953505, -97.69976262118297 30.37745823921547, -97.70014262088317 30.3774582393889, -97.69999762065656 30.378063238738243, -97.6993106201196 30.37908823872096, -97.69865962055206 30.379787239230346, -97.69864662070037 30.379802239175547, -97.69795362109558 30.38092823984949, -97.69721762023802 30.380935239555523, -97.69724562055922 30.380366239232973, -97.69789761958896 30.379457239348504, -97.69829462068743 30.378902239676762)))",484530409002004,4,103,51,37,4,0,10,0,0,1,37,30,7,484530409002004,0,0,001822,48453001822,18.22,48453001822,48453001822,48453001822,Quail Creek,Susceptible,YES,NO,Adjacent,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453001822,14000US48453001822,6800,1472,0.64,0.216470588235,4355,1475,1113,760,1007,0.77,0.23,2067,959,0.46,2490,658,1832,0.74,0.26,7290,5525,0.76,42439,190000,1069,North,0.29
"MULTIPOLYGON (((-97.72585962658314 30.367336236302535, -97.72627862604983 30.365678236125007, -97.72722862671297 30.365863235472272, -97.72676462670171 30.367517235212695, -97.72585962658314 30.367336236302535)))",484530405001005,7,45,9,36,0,0,0,0,0,0,19,19,0,484530405001005,0,0,001818,48453001818,18.18,48453001818,48453001818,48453001818,Wooten,Stable,YES,NO,Appreciated,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453001818,14000US48453001818,6714,2172,0.20,0.323503127793,4246,858,1357,602,1429,0.66,0.34,2028,947,0.47,2134,960,1174,0.55,0.45,5735,3910,0.68,48047,346400,1136,North,0.37
"MULTIPOLYGON (((-97.70220161580788 30.265997216249943, -97.70262561579366 30.265084216311674, -97.70366761613002 30.265441216945337, -97.70465661632547 30.265778216514864, -97.7051086172968 30.264902216560184, -97.70596661698903 30.265225216884314, -97.70539061641382 30.266552216742365, -97.70524561704156 30.267077216746188, -97.70426961675942 30.2667242166964, -97.70220161580788 30.265997216249943)))",484530008011005,3,117,39,63,5,0,2,0,0,8,51,46,5,484530008011005,4,0,000801,48453000801,8.01,48453000801,48453000801,48453000801,Eastview,Late,YES,YES,Appreciated,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453000801,14000US48453000801,1794,657,0.46,0.366220735786,1403,336,277,325,465,0.67,0.33,306,46,0.15,648,369,279,0.43,0.57,1560,875,0.56,67778,363700,912,East,0.02
"MULTIPOLYGON (((-97.69969961793234 30.313973226128297, -97.70015061749808 30.31323422623951, -97.70121961742596 30.313699225969536, -97.7025146186153 30.31443822581177, -97.70285661829743 30.31477522677964, -97.70215161742587 30.315274226395093, -97.701073618365 30.31460622660578, -97.69969961793234 30.313973226128297)))",484530021042003,4,47,8,37,0,0,0,0,0,2,23,23,0,484530021042003,0,0,002104,48453002104,21.04,48453002104,48453002104,48453002104,Ridgetop,Continued Loss,NO,YES,Appreciated,Chronic Displacment,Vulnerable populations have been displaced; significant demographic change has occurred; housing market is high value and appreciated,48453002104,14000US48453002104,3304,1769,0.21,0.535411622276,2264,262,221,502,1279,0.44,0.56,848,443,0.52,1218,818,400,0.33,0.67,3585,2150,0.60,105083,340500,1215,Northeast,0.30
"MULTIPOLYGON (((-97.69841459517801 30.316931152890923, -97.69843158196207 30.316858090237474, -97.69847197608155 30.316690321318827, -97.69847437627897 30.31668160971018, -97.69805259234084 30.316641325069792, -97.69844861733226 30.315991226333235, -97.7001656181199 30.3168542262026, -97.6996246172864 30.317294227601494, -97.69858661706735 30.317025226034936, -97.69841459517801 30.316931152890923)))",484530021041008,4,45,14,24,5,0,0,0,1,1,19,19,0,484530021041008,0,0,002104,48453002104,21.04,48453002104,48453002104,48453002104,Ridgetop,Continued Loss,NO,YES,Appreciated,Chronic Displacment,Vulnerable populations have been displaced; significant demographic change has occurred; housing market is high value and appreciated,48453002104,14000US48453002104,3304,1769,0.47,0.535411622276,2264,262,221,502,1279,0.44,0.56,848,443,0.52,1218,818,400,0.33,0.67,3585,2150,0.60,105083,340500,1215,Northeast,0.30
